Timer started ...
MOD: delay(95 95), type(tSRi), from(LED0.AP ), to(LED0.Q )
MOD: delay(45 45), type(tCOi), from(m1q4.C ), to(m1q4.Q )
CHK: delay(0 0), type(tWLA), from(m1q4.C ), to(m1q4.C )
CHK: delay(0 0), type(tWHA), from(m1q4.C ), to(m1q4.C )
CHK: delay(200 200), type(tHT), from(m1q4.T ), to(m1q4.C )
CHK: delay(220 220), type(tST_PT), from(m1q4.T ), to(m1q4.C )
MOD: delay(45 45), type(tCOi), from(m1q3.C ), to(m1q3.Q )
CHK: delay(0 0), type(tWLA), from(m1q3.C ), to(m1q3.C )
CHK: delay(0 0), type(tWHA), from(m1q3.C ), to(m1q3.C )
CHK: delay(200 200), type(tHT), from(m1q3.T ), to(m1q3.C )
CHK: delay(220 220), type(tST_PT), from(m1q3.T ), to(m1q3.C )
MOD: delay(45 45), type(tCOi), from(m1q2.C ), to(m1q2.Q )
CHK: delay(0 0), type(tWLA), from(m1q2.C ), to(m1q2.C )
CHK: delay(0 0), type(tWHA), from(m1q2.C ), to(m1q2.C )
CHK: delay(200 200), type(tHT), from(m1q2.T ), to(m1q2.C )
CHK: delay(220 220), type(tST_PT), from(m1q2.T ), to(m1q2.C )
MOD: delay(45 45), type(tCOi), from(m1q1.C ), to(m1q1.Q )
CHK: delay(0 0), type(tWLA), from(m1q1.C ), to(m1q1.C )
CHK: delay(0 0), type(tWHA), from(m1q1.C ), to(m1q1.C )
CHK: delay(200 200), type(tHT), from(m1q1.T ), to(m1q1.C )
CHK: delay(220 220), type(tST_PT), from(m1q1.T ), to(m1q1.C )
MOD: delay(45 45), type(tCOi), from(m1q0.C ), to(m1q0.Q )
CHK: delay(0 0), type(tWLA), from(m1q0.C ), to(m1q0.C )
CHK: delay(0 0), type(tWHA), from(m1q0.C ), to(m1q0.C )
CHK: delay(200 200), type(tHT), from(m1q0.T ), to(m1q0.C )
CHK: delay(220 220), type(tST_PT), from(m1q0.T ), to(m1q0.C )
MOD: delay(45 45), type(tCOi), from(m2q6.C ), to(m2q6.Q )
CHK: delay(0 0), type(tWLA), from(m2q6.C ), to(m2q6.C )
CHK: delay(0 0), type(tWHA), from(m2q6.C ), to(m2q6.C )
CHK: delay(200 200), type(tHT), from(m2q6.T ), to(m2q6.C )
CHK: delay(220 220), type(tST_PT), from(m2q6.T ), to(m2q6.C )
MOD: delay(45 45), type(tCOi), from(m2q5.C ), to(m2q5.Q )
CHK: delay(0 0), type(tWLA), from(m2q5.C ), to(m2q5.C )
CHK: delay(0 0), type(tWHA), from(m2q5.C ), to(m2q5.C )
CHK: delay(200 200), type(tHT), from(m2q5.T ), to(m2q5.C )
CHK: delay(220 220), type(tST_PT), from(m2q5.T ), to(m2q5.C )
MOD: delay(45 45), type(tCOi), from(m2q4.C ), to(m2q4.Q )
CHK: delay(0 0), type(tWLA), from(m2q4.C ), to(m2q4.C )
CHK: delay(0 0), type(tWHA), from(m2q4.C ), to(m2q4.C )
CHK: delay(200 200), type(tHT), from(m2q4.T ), to(m2q4.C )
CHK: delay(220 220), type(tST_PT), from(m2q4.T ), to(m2q4.C )
MOD: delay(45 45), type(tCOi), from(m2q3.C ), to(m2q3.Q )
CHK: delay(0 0), type(tWLA), from(m2q3.C ), to(m2q3.C )
CHK: delay(0 0), type(tWHA), from(m2q3.C ), to(m2q3.C )
CHK: delay(200 200), type(tHT), from(m2q3.T ), to(m2q3.C )
CHK: delay(220 220), type(tST_PT), from(m2q3.T ), to(m2q3.C )
MOD: delay(45 45), type(tCOi), from(m2q2.C ), to(m2q2.Q )
CHK: delay(0 0), type(tWLA), from(m2q2.C ), to(m2q2.C )
CHK: delay(0 0), type(tWHA), from(m2q2.C ), to(m2q2.C )
CHK: delay(200 200), type(tHT), from(m2q2.T ), to(m2q2.C )
CHK: delay(220 220), type(tST_PT), from(m2q2.T ), to(m2q2.C )
MOD: delay(45 45), type(tCOi), from(m2q1.C ), to(m2q1.Q )
CHK: delay(0 0), type(tWLA), from(m2q1.C ), to(m2q1.C )
CHK: delay(0 0), type(tWHA), from(m2q1.C ), to(m2q1.C )
CHK: delay(200 200), type(tHT), from(m2q1.T ), to(m2q1.C )
CHK: delay(220 220), type(tST_PT), from(m2q1.T ), to(m2q1.C )
MOD: delay(45 45), type(tCOi), from(m2q0.C ), to(m2q0.Q )
CHK: delay(0 0), type(tWLA), from(m2q0.C ), to(m2q0.C )
CHK: delay(0 0), type(tWHA), from(m2q0.C ), to(m2q0.C )
CHK: delay(200 200), type(tHT), from(m2q0.T ), to(m2q0.C )
CHK: delay(220 220), type(tST_PT), from(m2q0.T ), to(m2q0.C )
MOD: delay(45 45), type(tCOi), from(m3q6.C ), to(m3q6.Q )
CHK: delay(0 0), type(tWLA), from(m3q6.C ), to(m3q6.C )
CHK: delay(0 0), type(tWHA), from(m3q6.C ), to(m3q6.C )
CHK: delay(200 200), type(tHT), from(m3q6.T ), to(m3q6.C )
CHK: delay(220 220), type(tST_PT), from(m3q6.T ), to(m3q6.C )
MOD: delay(45 45), type(tCOi), from(m3q5.C ), to(m3q5.Q )
CHK: delay(0 0), type(tWLA), from(m3q5.C ), to(m3q5.C )
CHK: delay(0 0), type(tWHA), from(m3q5.C ), to(m3q5.C )
CHK: delay(200 200), type(tHT), from(m3q5.T ), to(m3q5.C )
CHK: delay(220 220), type(tST_PT), from(m3q5.T ), to(m3q5.C )
MOD: delay(45 45), type(tCOi), from(m3q4.C ), to(m3q4.Q )
CHK: delay(0 0), type(tWLA), from(m3q4.C ), to(m3q4.C )
CHK: delay(0 0), type(tWHA), from(m3q4.C ), to(m3q4.C )
CHK: delay(200 200), type(tHT), from(m3q4.T ), to(m3q4.C )
CHK: delay(220 220), type(tST_PT), from(m3q4.T ), to(m3q4.C )
MOD: delay(45 45), type(tCOi), from(m3q3.C ), to(m3q3.Q )
CHK: delay(0 0), type(tWLA), from(m3q3.C ), to(m3q3.C )
CHK: delay(0 0), type(tWHA), from(m3q3.C ), to(m3q3.C )
CHK: delay(200 200), type(tHT), from(m3q3.T ), to(m3q3.C )
CHK: delay(220 220), type(tST_PT), from(m3q3.T ), to(m3q3.C )
MOD: delay(45 45), type(tCOi), from(m3q2.C ), to(m3q2.Q )
CHK: delay(0 0), type(tWLA), from(m3q2.C ), to(m3q2.C )
CHK: delay(0 0), type(tWHA), from(m3q2.C ), to(m3q2.C )
CHK: delay(200 200), type(tHT), from(m3q2.T ), to(m3q2.C )
CHK: delay(220 220), type(tST_PT), from(m3q2.T ), to(m3q2.C )
MOD: delay(45 45), type(tCOi), from(m3q1.C ), to(m3q1.Q )
CHK: delay(0 0), type(tWLA), from(m3q1.C ), to(m3q1.C )
CHK: delay(0 0), type(tWHA), from(m3q1.C ), to(m3q1.C )
CHK: delay(200 200), type(tHT), from(m3q1.T ), to(m3q1.C )
CHK: delay(220 220), type(tST_PT), from(m3q1.T ), to(m3q1.C )
MOD: delay(45 45), type(tCOi), from(m3q0.C ), to(m3q0.Q )
CHK: delay(0 0), type(tWLA), from(m3q0.C ), to(m3q0.C )
CHK: delay(0 0), type(tWHA), from(m3q0.C ), to(m3q0.C )
CHK: delay(200 200), type(tHT), from(m3q0.T ), to(m3q0.C )
CHK: delay(220 220), type(tST_PT), from(m3q0.T ), to(m3q0.C )
MOD: delay(45 45), type(tCOi), from(m4q6.C ), to(m4q6.Q )
CHK: delay(0 0), type(tWLA), from(m4q6.C ), to(m4q6.C )
CHK: delay(0 0), type(tWHA), from(m4q6.C ), to(m4q6.C )
CHK: delay(200 200), type(tHT), from(m4q6.T ), to(m4q6.C )
CHK: delay(220 220), type(tST_PT), from(m4q6.T ), to(m4q6.C )
MOD: delay(45 45), type(tCOi), from(m4q5.C ), to(m4q5.Q )
CHK: delay(0 0), type(tWLA), from(m4q5.C ), to(m4q5.C )
CHK: delay(0 0), type(tWHA), from(m4q5.C ), to(m4q5.C )
CHK: delay(200 200), type(tHT), from(m4q5.T ), to(m4q5.C )
CHK: delay(220 220), type(tST_PT), from(m4q5.T ), to(m4q5.C )
MOD: delay(45 45), type(tCOi), from(m4q4.C ), to(m4q4.Q )
CHK: delay(0 0), type(tWLA), from(m4q4.C ), to(m4q4.C )
CHK: delay(0 0), type(tWHA), from(m4q4.C ), to(m4q4.C )
CHK: delay(200 200), type(tHT), from(m4q4.T ), to(m4q4.C )
CHK: delay(220 220), type(tST_PT), from(m4q4.T ), to(m4q4.C )
MOD: delay(45 45), type(tCOi), from(m4q3.C ), to(m4q3.Q )
CHK: delay(0 0), type(tWLA), from(m4q3.C ), to(m4q3.C )
CHK: delay(0 0), type(tWHA), from(m4q3.C ), to(m4q3.C )
CHK: delay(200 200), type(tHT), from(m4q3.T ), to(m4q3.C )
CHK: delay(220 220), type(tST_PT), from(m4q3.T ), to(m4q3.C )
MOD: delay(45 45), type(tCOi), from(m4q2.C ), to(m4q2.Q )
CHK: delay(0 0), type(tWLA), from(m4q2.C ), to(m4q2.C )
CHK: delay(0 0), type(tWHA), from(m4q2.C ), to(m4q2.C )
CHK: delay(200 200), type(tHT), from(m4q2.T ), to(m4q2.C )
CHK: delay(220 220), type(tST_PT), from(m4q2.T ), to(m4q2.C )
MOD: delay(45 45), type(tCOi), from(m4q1.C ), to(m4q1.Q )
CHK: delay(0 0), type(tWLA), from(m4q1.C ), to(m4q1.C )
CHK: delay(0 0), type(tWHA), from(m4q1.C ), to(m4q1.C )
CHK: delay(200 200), type(tHT), from(m4q1.T ), to(m4q1.C )
CHK: delay(220 220), type(tST_PT), from(m4q1.T ), to(m4q1.C )
MOD: delay(45 45), type(tCOi), from(m4q0.C ), to(m4q0.Q )
CHK: delay(0 0), type(tWLA), from(m4q0.C ), to(m4q0.C )
CHK: delay(0 0), type(tWHA), from(m4q0.C ), to(m4q0.C )
CHK: delay(200 200), type(tHT), from(m4q0.T ), to(m4q0.C )
CHK: delay(220 220), type(tST_PT), from(m4q0.T ), to(m4q0.C )
MOD: delay(45 45), type(tCOi), from(m5q6.C ), to(m5q6.Q )
CHK: delay(0 0), type(tWLA), from(m5q6.C ), to(m5q6.C )
CHK: delay(0 0), type(tWHA), from(m5q6.C ), to(m5q6.C )
CHK: delay(200 200), type(tHT), from(m5q6.T ), to(m5q6.C )
CHK: delay(220 220), type(tST_PT), from(m5q6.T ), to(m5q6.C )
MOD: delay(45 45), type(tCOi), from(m5q5.C ), to(m5q5.Q )
CHK: delay(0 0), type(tWLA), from(m5q5.C ), to(m5q5.C )
CHK: delay(0 0), type(tWHA), from(m5q5.C ), to(m5q5.C )
CHK: delay(200 200), type(tHT), from(m5q5.T ), to(m5q5.C )
CHK: delay(220 220), type(tST_PT), from(m5q5.T ), to(m5q5.C )
MOD: delay(45 45), type(tCOi), from(m5q4.C ), to(m5q4.Q )
CHK: delay(0 0), type(tWLA), from(m5q4.C ), to(m5q4.C )
CHK: delay(0 0), type(tWHA), from(m5q4.C ), to(m5q4.C )
CHK: delay(200 200), type(tHT), from(m5q4.T ), to(m5q4.C )
CHK: delay(220 220), type(tST_PT), from(m5q4.T ), to(m5q4.C )
MOD: delay(45 45), type(tCOi), from(m5q3.C ), to(m5q3.Q )
CHK: delay(0 0), type(tWLA), from(m5q3.C ), to(m5q3.C )
CHK: delay(0 0), type(tWHA), from(m5q3.C ), to(m5q3.C )
CHK: delay(200 200), type(tHT), from(m5q3.T ), to(m5q3.C )
CHK: delay(220 220), type(tST_PT), from(m5q3.T ), to(m5q3.C )
MOD: delay(45 45), type(tCOi), from(m5q2.C ), to(m5q2.Q )
CHK: delay(0 0), type(tWLA), from(m5q2.C ), to(m5q2.C )
CHK: delay(0 0), type(tWHA), from(m5q2.C ), to(m5q2.C )
CHK: delay(200 200), type(tHT), from(m5q2.T ), to(m5q2.C )
CHK: delay(220 220), type(tST_PT), from(m5q2.T ), to(m5q2.C )
MOD: delay(45 45), type(tCOi), from(m5q1.C ), to(m5q1.Q )
CHK: delay(0 0), type(tWLA), from(m5q1.C ), to(m5q1.C )
CHK: delay(0 0), type(tWHA), from(m5q1.C ), to(m5q1.C )
CHK: delay(200 200), type(tHT), from(m5q1.T ), to(m5q1.C )
CHK: delay(220 220), type(tST_PT), from(m5q1.T ), to(m5q1.C )
MOD: delay(45 45), type(tCOi), from(m5q0.C ), to(m5q0.Q )
CHK: delay(0 0), type(tWLA), from(m5q0.C ), to(m5q0.C )
CHK: delay(0 0), type(tWHA), from(m5q0.C ), to(m5q0.C )
CHK: delay(200 200), type(tHT), from(m5q0.T ), to(m5q0.C )
CHK: delay(220 220), type(tST_PT), from(m5q0.T ), to(m5q0.C )
MOD: delay(45 45), type(tCOi), from(m6q6.C ), to(m6q6.Q )
CHK: delay(0 0), type(tWLA), from(m6q6.C ), to(m6q6.C )
CHK: delay(0 0), type(tWHA), from(m6q6.C ), to(m6q6.C )
CHK: delay(200 200), type(tHT), from(m6q6.T ), to(m6q6.C )
CHK: delay(220 220), type(tST_PT), from(m6q6.T ), to(m6q6.C )
MOD: delay(45 45), type(tCOi), from(m6q5.C ), to(m6q5.Q )
CHK: delay(0 0), type(tWLA), from(m6q5.C ), to(m6q5.C )
CHK: delay(0 0), type(tWHA), from(m6q5.C ), to(m6q5.C )
CHK: delay(200 200), type(tHT), from(m6q5.T ), to(m6q5.C )
CHK: delay(220 220), type(tST_PT), from(m6q5.T ), to(m6q5.C )
MOD: delay(45 45), type(tCOi), from(m6q4.C ), to(m6q4.Q )
CHK: delay(0 0), type(tWLA), from(m6q4.C ), to(m6q4.C )
CHK: delay(0 0), type(tWHA), from(m6q4.C ), to(m6q4.C )
CHK: delay(200 200), type(tHT), from(m6q4.T ), to(m6q4.C )
CHK: delay(220 220), type(tST_PT), from(m6q4.T ), to(m6q4.C )
MOD: delay(45 45), type(tCOi), from(m6q3.C ), to(m6q3.Q )
CHK: delay(0 0), type(tWLA), from(m6q3.C ), to(m6q3.C )
CHK: delay(0 0), type(tWHA), from(m6q3.C ), to(m6q3.C )
CHK: delay(200 200), type(tHT), from(m6q3.T ), to(m6q3.C )
CHK: delay(220 220), type(tST_PT), from(m6q3.T ), to(m6q3.C )
MOD: delay(45 45), type(tCOi), from(m6q2.C ), to(m6q2.Q )
CHK: delay(0 0), type(tWLA), from(m6q2.C ), to(m6q2.C )
CHK: delay(0 0), type(tWHA), from(m6q2.C ), to(m6q2.C )
CHK: delay(200 200), type(tHT), from(m6q2.T ), to(m6q2.C )
CHK: delay(220 220), type(tST_PT), from(m6q2.T ), to(m6q2.C )
MOD: delay(45 45), type(tCOi), from(m6q1.C ), to(m6q1.Q )
CHK: delay(0 0), type(tWLA), from(m6q1.C ), to(m6q1.C )
CHK: delay(0 0), type(tWHA), from(m6q1.C ), to(m6q1.C )
CHK: delay(200 200), type(tHT), from(m6q1.T ), to(m6q1.C )
CHK: delay(220 220), type(tST_PT), from(m6q1.T ), to(m6q1.C )
MOD: delay(45 45), type(tCOi), from(m6q0.C ), to(m6q0.Q )
CHK: delay(0 0), type(tWLA), from(m6q0.C ), to(m6q0.C )
CHK: delay(0 0), type(tWHA), from(m6q0.C ), to(m6q0.C )
CHK: delay(200 200), type(tHT), from(m6q0.T ), to(m6q0.C )
CHK: delay(220 220), type(tST_PT), from(m6q0.T ), to(m6q0.C )
MOD: delay(45 45), type(tCOi), from(m7q6.C ), to(m7q6.Q )
CHK: delay(0 0), type(tWLA), from(m7q6.C ), to(m7q6.C )
CHK: delay(0 0), type(tWHA), from(m7q6.C ), to(m7q6.C )
CHK: delay(200 200), type(tHT), from(m7q6.T ), to(m7q6.C )
CHK: delay(220 220), type(tST_PT), from(m7q6.T ), to(m7q6.C )
MOD: delay(45 45), type(tCOi), from(m7q5.C ), to(m7q5.Q )
CHK: delay(0 0), type(tWLA), from(m7q5.C ), to(m7q5.C )
CHK: delay(0 0), type(tWHA), from(m7q5.C ), to(m7q5.C )
CHK: delay(200 200), type(tHT), from(m7q5.T ), to(m7q5.C )
CHK: delay(220 220), type(tST_PT), from(m7q5.T ), to(m7q5.C )
MOD: delay(45 45), type(tCOi), from(m7q4.C ), to(m7q4.Q )
CHK: delay(0 0), type(tWLA), from(m7q4.C ), to(m7q4.C )
CHK: delay(0 0), type(tWHA), from(m7q4.C ), to(m7q4.C )
CHK: delay(200 200), type(tHT), from(m7q4.T ), to(m7q4.C )
CHK: delay(220 220), type(tST_PT), from(m7q4.T ), to(m7q4.C )
MOD: delay(45 45), type(tCOi), from(m7q3.C ), to(m7q3.Q )
CHK: delay(0 0), type(tWLA), from(m7q3.C ), to(m7q3.C )
CHK: delay(0 0), type(tWHA), from(m7q3.C ), to(m7q3.C )
CHK: delay(200 200), type(tHT), from(m7q3.T ), to(m7q3.C )
CHK: delay(220 220), type(tST_PT), from(m7q3.T ), to(m7q3.C )
MOD: delay(45 45), type(tCOi), from(m7q2.C ), to(m7q2.Q )
CHK: delay(0 0), type(tWLA), from(m7q2.C ), to(m7q2.C )
CHK: delay(0 0), type(tWHA), from(m7q2.C ), to(m7q2.C )
CHK: delay(200 200), type(tHT), from(m7q2.T ), to(m7q2.C )
CHK: delay(220 220), type(tST_PT), from(m7q2.T ), to(m7q2.C )
MOD: delay(45 45), type(tCOi), from(m7q1.C ), to(m7q1.Q )
CHK: delay(0 0), type(tWLA), from(m7q1.C ), to(m7q1.C )
CHK: delay(0 0), type(tWHA), from(m7q1.C ), to(m7q1.C )
CHK: delay(200 200), type(tHT), from(m7q1.T ), to(m7q1.C )
CHK: delay(220 220), type(tST_PT), from(m7q1.T ), to(m7q1.C )
MOD: delay(45 45), type(tCOi), from(m7q0.C ), to(m7q0.Q )
CHK: delay(0 0), type(tWLA), from(m7q0.C ), to(m7q0.C )
CHK: delay(0 0), type(tWHA), from(m7q0.C ), to(m7q0.C )
CHK: delay(200 200), type(tHT), from(m7q0.T ), to(m7q0.C )
CHK: delay(220 220), type(tST_PT), from(m7q0.T ), to(m7q0.C )
MOD: delay(45 45), type(tCOi), from(m8q6.C ), to(m8q6.Q )
CHK: delay(0 0), type(tWLA), from(m8q6.C ), to(m8q6.C )
CHK: delay(0 0), type(tWHA), from(m8q6.C ), to(m8q6.C )
CHK: delay(200 200), type(tHT), from(m8q6.T ), to(m8q6.C )
CHK: delay(220 220), type(tST_PT), from(m8q6.T ), to(m8q6.C )
MOD: delay(45 45), type(tCOi), from(m8q5.C ), to(m8q5.Q )
CHK: delay(0 0), type(tWLA), from(m8q5.C ), to(m8q5.C )
CHK: delay(0 0), type(tWHA), from(m8q5.C ), to(m8q5.C )
CHK: delay(200 200), type(tHT), from(m8q5.T ), to(m8q5.C )
CHK: delay(220 220), type(tST_PT), from(m8q5.T ), to(m8q5.C )
MOD: delay(45 45), type(tCOi), from(m8q4.C ), to(m8q4.Q )
CHK: delay(0 0), type(tWLA), from(m8q4.C ), to(m8q4.C )
CHK: delay(0 0), type(tWHA), from(m8q4.C ), to(m8q4.C )
CHK: delay(200 200), type(tHT), from(m8q4.T ), to(m8q4.C )
CHK: delay(220 220), type(tST_PT), from(m8q4.T ), to(m8q4.C )
MOD: delay(45 45), type(tCOi), from(m8q3.C ), to(m8q3.Q )
CHK: delay(0 0), type(tWLA), from(m8q3.C ), to(m8q3.C )
CHK: delay(0 0), type(tWHA), from(m8q3.C ), to(m8q3.C )
CHK: delay(200 200), type(tHT), from(m8q3.T ), to(m8q3.C )
CHK: delay(220 220), type(tST_PT), from(m8q3.T ), to(m8q3.C )
MOD: delay(45 45), type(tCOi), from(m8q2.C ), to(m8q2.Q )
CHK: delay(0 0), type(tWLA), from(m8q2.C ), to(m8q2.C )
CHK: delay(0 0), type(tWHA), from(m8q2.C ), to(m8q2.C )
CHK: delay(200 200), type(tHT), from(m8q2.T ), to(m8q2.C )
CHK: delay(220 220), type(tST_PT), from(m8q2.T ), to(m8q2.C )
MOD: delay(45 45), type(tCOi), from(m8q1.C ), to(m8q1.Q )
CHK: delay(0 0), type(tWLA), from(m8q1.C ), to(m8q1.C )
CHK: delay(0 0), type(tWHA), from(m8q1.C ), to(m8q1.C )
CHK: delay(200 200), type(tHT), from(m8q1.T ), to(m8q1.C )
CHK: delay(220 220), type(tST_PT), from(m8q1.T ), to(m8q1.C )
MOD: delay(45 45), type(tCOi), from(m8q0.C ), to(m8q0.Q )
CHK: delay(0 0), type(tWLA), from(m8q0.C ), to(m8q0.C )
CHK: delay(0 0), type(tWHA), from(m8q0.C ), to(m8q0.C )
CHK: delay(200 200), type(tHT), from(m8q0.T ), to(m8q0.C )
CHK: delay(220 220), type(tST_PT), from(m8q0.T ), to(m8q0.C )
MOD: delay(45 45), type(tCOi), from(m9q6.C ), to(m9q6.Q )
CHK: delay(0 0), type(tWLA), from(m9q6.C ), to(m9q6.C )
CHK: delay(0 0), type(tWHA), from(m9q6.C ), to(m9q6.C )
CHK: delay(200 200), type(tHT), from(m9q6.T ), to(m9q6.C )
CHK: delay(220 220), type(tST_PT), from(m9q6.T ), to(m9q6.C )
MOD: delay(45 45), type(tCOi), from(m9q5.C ), to(m9q5.Q )
CHK: delay(0 0), type(tWLA), from(m9q5.C ), to(m9q5.C )
CHK: delay(0 0), type(tWHA), from(m9q5.C ), to(m9q5.C )
CHK: delay(200 200), type(tHT), from(m9q5.T ), to(m9q5.C )
CHK: delay(220 220), type(tST_PT), from(m9q5.T ), to(m9q5.C )
MOD: delay(45 45), type(tCOi), from(m9q4.C ), to(m9q4.Q )
CHK: delay(0 0), type(tWLA), from(m9q4.C ), to(m9q4.C )
CHK: delay(0 0), type(tWHA), from(m9q4.C ), to(m9q4.C )
CHK: delay(200 200), type(tHT), from(m9q4.T ), to(m9q4.C )
CHK: delay(220 220), type(tST_PT), from(m9q4.T ), to(m9q4.C )
MOD: delay(45 45), type(tCOi), from(m9q3.C ), to(m9q3.Q )
CHK: delay(0 0), type(tWLA), from(m9q3.C ), to(m9q3.C )
CHK: delay(0 0), type(tWHA), from(m9q3.C ), to(m9q3.C )
CHK: delay(200 200), type(tHT), from(m9q3.T ), to(m9q3.C )
CHK: delay(220 220), type(tST_PT), from(m9q3.T ), to(m9q3.C )
MOD: delay(45 45), type(tCOi), from(m9q2.C ), to(m9q2.Q )
CHK: delay(0 0), type(tWLA), from(m9q2.C ), to(m9q2.C )
CHK: delay(0 0), type(tWHA), from(m9q2.C ), to(m9q2.C )
CHK: delay(200 200), type(tHT), from(m9q2.T ), to(m9q2.C )
CHK: delay(220 220), type(tST_PT), from(m9q2.T ), to(m9q2.C )
MOD: delay(45 45), type(tCOi), from(m9q1.C ), to(m9q1.Q )
CHK: delay(0 0), type(tWLA), from(m9q1.C ), to(m9q1.C )
CHK: delay(0 0), type(tWHA), from(m9q1.C ), to(m9q1.C )
CHK: delay(200 200), type(tHT), from(m9q1.T ), to(m9q1.C )
CHK: delay(220 220), type(tST_PT), from(m9q1.T ), to(m9q1.C )
MOD: delay(45 45), type(tCOi), from(m9q0.C ), to(m9q0.Q )
CHK: delay(0 0), type(tWLA), from(m9q0.C ), to(m9q0.C )
CHK: delay(0 0), type(tWHA), from(m9q0.C ), to(m9q0.C )
CHK: delay(200 200), type(tHT), from(m9q0.T ), to(m9q0.C )
CHK: delay(220 220), type(tST_PT), from(m9q0.T ), to(m9q0.C )
MOD: delay(45 45), type(tCOi), from(m10q6.C ), to(m10q6.Q )
CHK: delay(0 0), type(tWLA), from(m10q6.C ), to(m10q6.C )
CHK: delay(0 0), type(tWHA), from(m10q6.C ), to(m10q6.C )
CHK: delay(200 200), type(tHT), from(m10q6.T ), to(m10q6.C )
CHK: delay(220 220), type(tST_PT), from(m10q6.T ), to(m10q6.C )
MOD: delay(45 45), type(tCOi), from(m10q5.C ), to(m10q5.Q )
CHK: delay(0 0), type(tWLA), from(m10q5.C ), to(m10q5.C )
CHK: delay(0 0), type(tWHA), from(m10q5.C ), to(m10q5.C )
CHK: delay(200 200), type(tHT), from(m10q5.T ), to(m10q5.C )
CHK: delay(220 220), type(tST_PT), from(m10q5.T ), to(m10q5.C )
MOD: delay(45 45), type(tCOi), from(m10q4.C ), to(m10q4.Q )
CHK: delay(0 0), type(tWLA), from(m10q4.C ), to(m10q4.C )
CHK: delay(0 0), type(tWHA), from(m10q4.C ), to(m10q4.C )
CHK: delay(200 200), type(tHT), from(m10q4.T ), to(m10q4.C )
CHK: delay(220 220), type(tST_PT), from(m10q4.T ), to(m10q4.C )
MOD: delay(45 45), type(tCOi), from(m10q3.C ), to(m10q3.Q )
CHK: delay(0 0), type(tWLA), from(m10q3.C ), to(m10q3.C )
CHK: delay(0 0), type(tWHA), from(m10q3.C ), to(m10q3.C )
CHK: delay(200 200), type(tHT), from(m10q3.T ), to(m10q3.C )
CHK: delay(220 220), type(tST_PT), from(m10q3.T ), to(m10q3.C )
MOD: delay(45 45), type(tCOi), from(m10q2.C ), to(m10q2.Q )
CHK: delay(0 0), type(tWLA), from(m10q2.C ), to(m10q2.C )
CHK: delay(0 0), type(tWHA), from(m10q2.C ), to(m10q2.C )
CHK: delay(200 200), type(tHT), from(m10q2.T ), to(m10q2.C )
CHK: delay(220 220), type(tST_PT), from(m10q2.T ), to(m10q2.C )
MOD: delay(45 45), type(tCOi), from(m10q1.C ), to(m10q1.Q )
CHK: delay(0 0), type(tWLA), from(m10q1.C ), to(m10q1.C )
CHK: delay(0 0), type(tWHA), from(m10q1.C ), to(m10q1.C )
CHK: delay(200 200), type(tHT), from(m10q1.T ), to(m10q1.C )
CHK: delay(220 220), type(tST_PT), from(m10q1.T ), to(m10q1.C )
MOD: delay(45 45), type(tCOi), from(m10q0.C ), to(m10q0.Q )
CHK: delay(0 0), type(tWLA), from(m10q0.C ), to(m10q0.C )
CHK: delay(0 0), type(tWHA), from(m10q0.C ), to(m10q0.C )
CHK: delay(200 200), type(tHT), from(m10q0.T ), to(m10q0.C )
CHK: delay(220 220), type(tST_PT), from(m10q0.T ), to(m10q0.C )
MOD: delay(45 45), type(tCOi), from(m11q6.C ), to(m11q6.Q )
CHK: delay(0 0), type(tWLA), from(m11q6.C ), to(m11q6.C )
CHK: delay(0 0), type(tWHA), from(m11q6.C ), to(m11q6.C )
CHK: delay(200 200), type(tHT), from(m11q6.T ), to(m11q6.C )
CHK: delay(220 220), type(tST_PT), from(m11q6.T ), to(m11q6.C )
MOD: delay(45 45), type(tCOi), from(m11q5.C ), to(m11q5.Q )
CHK: delay(0 0), type(tWLA), from(m11q5.C ), to(m11q5.C )
CHK: delay(0 0), type(tWHA), from(m11q5.C ), to(m11q5.C )
CHK: delay(200 200), type(tHT), from(m11q5.T ), to(m11q5.C )
CHK: delay(220 220), type(tST_PT), from(m11q5.T ), to(m11q5.C )
MOD: delay(45 45), type(tCOi), from(m11q4.C ), to(m11q4.Q )
CHK: delay(0 0), type(tWLA), from(m11q4.C ), to(m11q4.C )
CHK: delay(0 0), type(tWHA), from(m11q4.C ), to(m11q4.C )
CHK: delay(200 200), type(tHT), from(m11q4.T ), to(m11q4.C )
CHK: delay(220 220), type(tST_PT), from(m11q4.T ), to(m11q4.C )
MOD: delay(45 45), type(tCOi), from(m11q3.C ), to(m11q3.Q )
CHK: delay(0 0), type(tWLA), from(m11q3.C ), to(m11q3.C )
CHK: delay(0 0), type(tWHA), from(m11q3.C ), to(m11q3.C )
CHK: delay(200 200), type(tHT), from(m11q3.T ), to(m11q3.C )
CHK: delay(220 220), type(tST_PT), from(m11q3.T ), to(m11q3.C )
MOD: delay(45 45), type(tCOi), from(m11q2.C ), to(m11q2.Q )
CHK: delay(0 0), type(tWLA), from(m11q2.C ), to(m11q2.C )
CHK: delay(0 0), type(tWHA), from(m11q2.C ), to(m11q2.C )
CHK: delay(200 200), type(tHT), from(m11q2.T ), to(m11q2.C )
CHK: delay(220 220), type(tST_PT), from(m11q2.T ), to(m11q2.C )
